chr	source	start	end	strand	gene_id	gene_name	gene_type	gene_status	level	num.dup	num.lap
chr1	ENSEMBL	117243212	117243508	-	ENSG00000277141.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	117688621	117688742	-	ENSG00000212266.1	SNORA40	snoRNA	NOVEL	3	22	1
chr1	HAVANA	120150898	120176515	-	ENSG00000265808.3	SEC22B	protein_coding	KNOWN	2	2	1
chr1	ENSEMBL	120228046	120228295	-	ENSG00000277313.1	7SK	misc_RNA	NOVEL	3	13	1
chr1	ENSEMBL	120354987	120355148	+	ENSG00000273727.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	120571120	120571264	+	ENSG00000273694.1	U2	snRNA	NOVEL	3	8	1
chr1	ENSEMBL	120670127	120670376	+	ENSG00000275933.1	7SK	misc_RNA	NOVEL	3	13	1
chr1	ENSEMBL	121008362	121008507	-	ENSG00000273516.1	U1	snRNA	NOVEL	3	17	1
chr1	HAVANA	121360156	121398806	-	ENSG00000230806.1	SRGAP2-AS1	antisense	NOVEL	2	2	1
chr1	ENSEMBL	143439605	143439714	+	ENSG00000252830.2	5S_rRNA	rRNA	NOVEL	3	26	1
chr1	ENSEMBL	144265217	144265326	+	ENSG00000276442.1	5S_rRNA	rRNA	NOVEL	3	26	1
chr1	ENSEMBL	144523860	144524021	-	ENSG00000275291.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	144551779	144551943	-	ENSG00000278099.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	144560666	144560829	-	ENSG00000277918.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	145169519	145169664	+	ENSG00000277678.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	145431527	145431693	-	ENSG00000270384.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	145465617	145465780	-	ENSG00000270722.1	U1	snRNA	NOVEL	3	17	1
chr1	HAVANA	146113652	146229000	-	ENSG00000213240.8	NOTCH2NL	protein_coding	KNOWN	2	2	2
chr1	HAVANA	146146203	146229026	-	ENSG00000264343.4	NOTCH2NL	protein_coding	KNOWN	2	2	2
chr1	ENSEMBL	146344006	146344790	-	ENSG00000270339.2	PPIAL4C	protein_coding	KNOWN	3	2	1
chr1	ENSEMBL	146376807	146376970	+	ENSG00000273768.1	RNU1-1	snRNA	NOVEL	3	2	1
chr1	ENSEMBL	146409903	146410062	+	ENSG00000274428.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	146539541	146539663	-	ENSG00000274408.1	5S_rRNA	rRNA	NOVEL	3	26	1
chr1	ENSEMBL	146862729	146862845	-	ENSG00000274450.1	U6atac	snRNA	NOVEL	3	2	1
chr1	ENSEMBL	147420199	147420300	-	ENSG00000207209.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	147689256	147689537	+	ENSG00000277762.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	148330271	148330394	+	ENSG00000252744.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	148522601	148522765	+	ENSG00000274210.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	149290513	149290762	+	ENSG00000273591.1	7SK	misc_RNA	NOVEL	3	13	1
chr1	HAVANA	149345661	149357612	+	ENSG00000274423.1	SEC22B	unprocessed_pseudogene	KNOWN	2	2	1
chr1	HAVANA	149583865	149584464	+	ENSG00000263464.2	PPIAL4C	protein_coding	KNOWN	2	2	1
chr1	ENSEMBL	149636766	149636929	+	ENSG00000206828.1	U1	snRNA	NOVEL	3	17	1
chr1	ENSEMBL	149700151	149700296	-	ENSG00000275229.1	U1	snRNA	NOVEL	3	17	1
chr1	HAVANA	149842188	149842736	-	ENSG00000203812.2	HIST2H2AA4	protein_coding	KNOWN	2	2	1
chr1	HAVANA	149851061	149851624	+	ENSG00000272196.2	HIST2H2AA4	protein_coding	KNOWN	2	2	1
chr1	ENSEMBL	150566562	150566860	-	ENSG00000277452.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	150568971	150569269	-	ENSG00000274963.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	150600539	150600659	-	ENSG00000253047.1	SNORA40	snoRNA	NOVEL	3	22	1
chr1	ENSEMBL	150608507	150608623	-	ENSG00000276103.1	U4	snRNA	NOVEL	3	8	1
chr1	ENSEMBL	151527831	151527938	-	ENSG00000252840.1	SNORA44	snoRNA	NOVEL	3	2	1
chr1	ENSEMBL	151841736	151841837	-	ENSG00000201134.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	153012482	153012614	-	ENSG00000252920.1	SNORA31	snoRNA	NOVEL	3	27	1
chr1	ENSEMBL	153726252	153726353	-	ENSG00000199565.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	153785720	153785821	-	ENSG00000207039.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	154259727	154259862	+	ENSG00000201129.1	SNORA58	snoRNA	NOVEL	3	3	1
chr1	ENSEMBL	154288460	154288527	+	ENSG00000252682.1	SNORD59	snoRNA	NOVEL	3	2	1
chr1	ENSEMBL	154950210	154950492	-	ENSG00000268154.2	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	155120490	155120598	+	ENSG00000202027.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	155925958	155926086	-	ENSG00000281394.1	SCARNA4	scaRNA	KNOWN	3	2	1
chr1	ENSEMBL	155925958	155926085	-	ENSG00000280466.1	SCARNA15	scaRNA	NOVEL	3	6	2
chr1	ENSEMBL	156192063	156192203	-	ENSG00000252236.1	SNORA26	snoRNA	NOVEL	3	11	1
chr1	ENSEMBL	156484098	156484210	-	ENSG00000206651.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	158578919	158579899	-	ENSG00000186400.3	OR10X1	protein_coding	KNOWN	3	2	2
chr1	HAVANA	158578919	158579899	-	ENSG00000279111.1	OR10X1	polymorphic_pseudogene	KNOWN	2	2	2
chr1	ENSEMBL	159851906	159851972	-	ENSG00000212161.1	SNORD64	snoRNA	NOVEL	3	2	1
chr1	ENSEMBL	160326104	160326216	-	ENSG00000202078.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	161141208	161141336	-	ENSG00000238934.1	ACA64	snoRNA	NOVEL	3	6	1
chr1	ENSEMBL	161699506	161699607	+	ENSG00000199595.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	HAVANA	163111121	163321791	-	ENSG00000143248.11	RGS5	protein_coding	KNOWN	1	2	2
chr1	HAVANA	163244505	163321894	-	ENSG00000232995.6	RGS5	antisense	NOVEL	1	2	2
chr1	ENSEMBL	163923670	163923873	+	ENSG00000212538.2	U3	snoRNA	NOVEL	3	56	1
chr1	ENSEMBL	164703026	164703309	-	ENSG00000276359.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	164854231	164854332	+	ENSG00000201987.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	165662585	165662687	-	ENSG00000206990.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	171253906	171254022	-	ENSG00000206692.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	171768070	171768175	+	ENSG00000253060.1	SCARNA20	scaRNA	NOVEL	3	7	1
chr1	ENSEMBL	173808489	173808622	+	ENSG00000252357.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	175022479	175022580	-	ENSG00000206659.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	176217541	176217602	+	ENSG00000273629.1	U7	snRNA	NOVEL	3	16	1
chr1	ENSEMBL	178484408	178484682	+	ENSG00000264809.2	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	178753654	178753772	-	ENSG00000201791.1	SNORA63	snoRNA	NOVEL	3	13	1
chr1	ENSEMBL	179196473	179196579	+	ENSG00000212338.1	SNORA67	snoRNA	NOVEL	3	8	1
chr1	ENSEMBL	179201487	179201627	+	ENSG00000201619.1	SNORA67	snoRNA	NOVEL	3	8	1
chr1	ENSEMBL	180349158	180349251	-	ENSG00000281572.1	U6	snRNA	NOVEL	3	34	1
chr1	ENSEMBL	180519016	180519119	-	ENSG00000206905.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	181668749	181669028	+	ENSG00000273573.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	182576772	182577040	-	ENSG00000276839.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	184171714	184171823	-	ENSG00000199840.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	184315658	184315765	+	ENSG00000207080.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	185251313	185251411	+	ENSG00000201421.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	185257911	185258015	-	ENSG00000206640.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	185266535	185266627	+	ENSG00000252612.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	185630428	185630528	-	ENSG00000207108.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	185634073	185634182	-	ENSG00000201596.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	193057281	193057415	-	ENSG00000238754.1	snoU109	snoRNA	NOVEL	3	7	1
chr1	ENSEMBL	193236794	193237107	-	ENSG00000276735.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	HAVANA	196819745	196959210	+	ENSG00000276911.1	CFHR2	protein_coding	NOVEL	2	2	2
chr1	HAVANA	196943772	196959226	+	ENSG00000080910.10	CFHR2	protein_coding	KNOWN	2	2	2
chr1	ENSEMBL	197685640	197685740	-	ENSG00000207139.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	201978461	201978595	+	ENSG00000206637.1	SNORA70	snoRNA	NOVEL	3	30	1
chr1	ENSEMBL	202070841	202070943	+	ENSG00000212512.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	202410108	202410207	-	ENSG00000272262.1	U6	snRNA	NOVEL	3	34	1
chr1	ENSEMBL	202527310	202527427	-	ENSG00000253042.1	SNORA70	snoRNA	NOVEL	3	30	1
chr1	ENSEMBL	202914880	202914980	-	ENSG00000199471.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	203729581	203729705	+	ENSG00000221643.1	SNORA77	snoRNA	KNOWN	3	5	1
chr1	ENSEMBL	204727991	204728106	+	ENSG00000251861.1	SCARNA20	scaRNA	NOVEL	3	7	1
chr1	ENSEMBL	205684018	205684307	+	ENSG00000275213.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr1	ENSEMBL	205731221	205731352	-	ENSG00000201944.1	SNORA72	snoRNA	NOVEL	3	8	1
chr1	ENSEMBL	206080239	206080324	+	ENSG00000252692.1	SNORD60	snoRNA	NOVEL	3	3	1
chr1	HAVANA	206378864	206381599	-	ENSG00000233501.1	SRGAP2-AS1	antisense	NOVEL	2	2	1
chr1	ENSEMBL	206747980	206748092	-	ENSG00000199349.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	207708898	207708981	-	ENSG00000274059.1	5S_rRNA	rRNA	NOVEL	3	26	1
chr1	ENSEMBL	211803017	211803104	+	ENSG00000212205.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	212025561	212025682	+	ENSG00000212187.1	SNORA26	snoRNA	NOVEL	3	11	1
chr1	HAVANA	213817751	213988508	-	ENSG00000230461.7	PROX1-AS1	processed_transcript	NOVEL	2	2	1
chr1	HAVANA	214028891	214030901	-	ENSG00000272167.2	PROX1-AS1	antisense	KNOWN	2	2	1
chr1	ENSEMBL	215630026	215630117	-	ENSG00000202498.1	SNORD116	snoRNA	NOVEL	3	3	1
chr1	ENSEMBL	218541690	218541899	-	ENSG00000212610.2	U3	snoRNA	NOVEL	3	56	1
chr1	ENSEMBL	219962652	219962865	+	ENSG00000221673.2	U3	snoRNA	NOVEL	3	56	1
chr1	ENSEMBL	220825776	220825893	+	ENSG00000276642.1	U6atac	snRNA	NOVEL	3	2	1
chr1	ENSEMBL	224179641	224179767	+	ENSG00000201898.1	SNORA72	snoRNA	NOVEL	3	8	1
chr1	ENSEMBL	228652436	228652560	+	ENSG00000206878.1	SNORA51	snoRNA	NOVEL	3	13	1
chr1	ENSEMBL	234593275	234593402	+	ENSG00000212144.1	U8	snoRNA	NOVEL	3	22	1
chr1	ENSEMBL	236060677	236060772	+	ENSG00000252822.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	237555040	237555171	-	ENSG00000252290.1	SNORA25	snoRNA	NOVEL	3	20	1
chr1	ENSEMBL	240154651	240154772	-	ENSG00000202041.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	240341385	240341477	+	ENSG00000252317.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	ENSEMBL	240698320	240698429	+	ENSG00000199241.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr1	HAVANA	243029512	243052252	-	ENSG00000231512.4	LINC01347	lincRNA	NOVEL	2	2	1
